Username,Forum Profile,Vendor Profile,Date Registered,Last Active,Signature,Personal Text,Custom Title,Location,Posts,Karma
MushroomMagician,69271,f0c0b76a7d,2013/05/09 23:05,2013/09/11 09:40,Vendor Profile: http://silkroadvb5piz3r.onion/silkroad/user/f0c0b76a7d,N/A,N/A,N/A,66 (0.437 per day),+0/-0
RXMAN,49226,6b5ed4c1fc,2013/01/07 20:49,N/A,http://silkroadvb5piz3r.onion/silkroad/user/6b5ed4c1fc,Supply and Demand.,N/A,USA,35 (0.128 per day),+4/-3
globalhobo,37502,6e7466defb,2012/10/09 10:12,2013/08/14 15:16,http://silkroadvb5piz3r.onion/silkroad/user/6e7466defb,N/A,N/A,N/A,11 (0.030 per day),+0/-0
Addie7,72705,6b6252dc02,2013/06/02 07:54,2013/09/27 07:10,"$10gram Medical Marijuana

http://silkroadvb5piz3r.onion/silkroad/user/6b6252dc02",Servant of YHWH,N/A,online,65 (0.508 per day),+0/-2
Floyd,1466,N/A,2011/07/20 16:45,2012/07/11 18:18,N/A,N/A,N/A,N/A,17 (0.021 per day),+0/-1
PepperidgeFarm,73140,11ee76c89a,2013/06/05 02:08,N/A,"Vendor page: http://silkroadvb5piz3r.onion/silkroad/user/11ee76c89a

Public Key: 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg1203126#msg1203126",PepperidgeFarm,N/A,Where pills are,68 (0.544 per day),+2/-1
OneStop,16645,e467f817f9,2012/04/06 06:00,2012/12/30 09:27,"Vendor Profile: http://silkroadvb5piz3r.onion/silkroad/user/e467f817f9

Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=41881.0

PGP Key: 
http://dkn255hz262ypmii.onion/index.php?topic=41881.msg459505#msg459505

If Silk Road goes down you can reach us at onestop@tormail.org",Better Living Through Chemistry!,N/A,N/A,9 (0.016 per day),+1/-0
Llama Socks,66525,59a786c938,2013/04/27 17:36,2013/10/02 00:18,"My vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/59a786c938",N/A,N/A,N/A,124 (0.756 per day),+13/-6
SolidRain,15846,476161cc1b,2012/03/29 00:54,2013/09/26 18:53,"SolidRain's Profile
http://silkroadvb5piz3r.onion/silkroad/user/476161cc1b",N/A,N/A,N/A,250 (0.448 per day),+30/-3
oso,3188,8fc442a66e,2011/09/14 23:47,2012/11/28 21:10,OsO Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/8fc442a66e,N/A,N/A,N/A,71 (0.094 per day),+3/-3
Miss Demeanor,28127,a38c8b64ce,2012/07/25 13:19,2013/10/02 17:58,"SR Profile: http://silkroadvb5piz3r.onion/silkroad/user/a38c8b64ce
Review thread: http://dkn255hz262ypmii.onion/index.php?topic=196373.0",N/A,N/A,USA,25 (0.057 per day),+4/-4
bodyinaction,38650,6d74f1e358,2012/10/19 09:29,2013/10/04 18:17,"SR Vendor. Check us out 
http://silkroadvb5piz3r.onion/silkroad/user/6d74f1e358",N/A,N/A,N/A,56 (0.158 per day),+2/-5
Budworx UK,24457,bd9b2bd948,2012/06/21 03:43,2013/08/18 16:14,"- Budworx UK:
  http://silkroadvb5piz3r.onion/silkroad/user/bd9b2bd948

- New batch #1 Mother of Pearl Cocaine :
  http://silkroadvb5piz3r.onion/silkroad/item/dd8d510fe2

- Budworx PARTY BAG :
  http://silkroadvb5piz3r.onion/silkroad/item/a968b50347",#1,N/A,N/A,139 (0.293 per day),+6/-25
MagicTed,71964,7cefb20311,2013/05/28 16:41,N/A,Vendor page: http://silkroadvb5piz3r.onion/silkroad/user/7cefb20311,N/A,N/A,N/A,56 (0.421 per day),+0/-0
GemStoneMarket,54565,f08c8f2eab,2013/02/11 11:12,2013/07/11 00:38,"GemStoneMarket
-----------------------
http://silkroadvb5piz3r.onion/silkroad/user/f08c8f2eab",N/A,N/A,N/A,85 (0.356 per day),+3/-3
brutusk,12810,113bf7c2c0,2012/02/26 08:24,2013/10/04 06:55,"Cannabis Vendor

My Listings:
http://silkroadvb5piz3r.onion/silkroad/user/113bf7c2c0

Run like the wind, son, run like the wind","Cannabis Vendor****-5 and counting, yeah, baby!",N/A,N/A,1078 (1.827 per day),+41/-11
yoyo50,1766,fc18fcd4fc,2011/07/30 19:32,2013/10/02 16:39,"Vendor page - 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/fc18fcd4fc

Review page - http://dkn255hz262ypmii.onion/index.php?topic=190412",Not that guy...,N/A,N/A,94 (0.117 per day),+2/-1
Skippy_Jif,20885,be7de01f4b,2012/05/17 02:18,2013/04/02 03:26,"PURE COCAINE!!!

http://silkroadvb5piz3r.onion/index.php/silkroad/item/e1864a5cfb

NBOME/DOC sale going on!!! Full Prints for $300

http://silkroadvb5piz3r.onion/silkroad/user/be7de01f4b",N/A,N/A,N/A,831 (1.633 per day),+53/-53
TheSocialEngineer,30817,N/A,2012/08/15 15:54,2012/10/18 01:21,Seize the day.,Time waits for no man.,N/A,Australia,61 (0.146 per day),+4/-23
T5,41411,N/A,2012/11/10 23:19,N/A,"Available on BMR and Sheep under the name T5!!
CONTACT US ON SHEEP MARKETPLACE OR BMR AS OF 04/10/13

SHEEP MARKETPLACE URL: http://sheep5u64fi457aw.onion
NEW BACKUP EMAIL: downsetgo@lelantos.org",NBOMe Vendor,N/A,N/A,237 (0.716 per day),+14/-12
BusinessGoose,71545,3bd3222448,2013/05/24 23:59,2013/10/02 15:20,SR Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/3bd3222448,N/A,N/A,N/A,52 (0.382 per day),+1/-0
AspirantCooper,27679,N/A,2012/07/21 17:58,2012/07/28 17:13,N/A,N/A,N/A,N/A,4 (0.009 per day),+0/-2
Iamapoorboytoo,81123,de015a92da,2013/07/24 13:02,2013/10/06 17:43,http://silkroadvb5piz3r.onion/silkroad/user/de015a92da,N/A,N/A,N/A,2 (0.026 per day),+0/-0
Pharmington Rex,55549,a10e537301,2013/02/18 19:17,N/A,♕ Vendor Account: http://silkroadvb5piz3r.onion/silkroad/user/a10e537301,The Gentleman Lords of Pharmaceuticals,N/A,N/A,290 (1.250 per day),+59/-9
NaturalOils,46134,1d89124673,2012/12/14 11:05,2013/09/05 15:14,"***Discount SuperBall Listing***:
http://silkroadvb5piz3r.onion/silkroad/item/d6326dcf83

SR vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/1d89124673

Review page:
http://dkn255hz262ypmii.onion/index.php?topic=156871.0",SuperBall...from Nepal to you,N/A,N/A,153 (0.513 per day),+19/-7
vapor21000,15580,32069fe494,2012/03/26 02:02,N/A,http://silkroadvb5piz3r.onion/silkroad/user/32069fe494,N/A,N/A,N/A,54 (0.096 per day),+3/-0
atlas2012,43322,24c0f11198,2012/11/22 08:26,2013/10/05 09:44,"sr-shop: http://silkroadvb5piz3r.onion/silkroad/user/24c0f11198
sr-forum:  http://dkn255hz262ypmii.onion/index.php?topic=82157.0
<<<<<<<< love and light >>>>>>>>>",SENIOR VENDOR,N/A,N/A,34 (0.106 per day),+14/-9
xRedBullx,75436,df81e40dd0,2013/06/18 22:51,2013/10/04 14:29,"VENDOR PAGE: http://silkroadvb5piz3r.onion/silkroad/user/df81e40dd0

Best regards,

xRedBullx - Red Bull gives you wings!",N/A,N/A,N/A,0 (0 per day),+0/-0
Synthiotics,55646,569df4e44b,2013/02/19 11:58,N/A,"NOW AT BMR: http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=252402

http://silkroadvb5piz3r.onion/silkroad/user/569df4e44b",N/A,N/A,N/A,252 (1.091 per day),+31/-28
Dekay,50977,39069d2305,2013/01/18 00:14,2013/10/03 13:22,"Australian LSD & Meth Vendor

SR Vendor Profile ~ http://silkroadvb5piz3r.onion/silkroad/user/39069d2305",PGP is the key!,N/A,N/A,17 (0.065 per day),+2/-2
moveitaussie,10648,162231,2012/02/04 14:24,2012/11/23 06:11,"Coke 2 Your Door! Australians Enter Here....

http://silkroadvb5piz3r.onion/index.php/silkroad/user/162231

Review Threads:
http://dkn255hz262ypmii.onion/index.php?topic=12628.0

http://dkn255hz262ypmii.onion/index.php?topic=13635.0",N/A,N/A,N/A,100 (0.163 per day),+31/-6
Creamsicle,27235,606ea66c9f,2012/07/18 11:57,2013/09/30 03:37,"Vendor Profile:
http://silkroadvb5piz3r.onion/silkroad/user/606ea66c9f

Now In Stock:
Adderall 30mg IR (8/18 Sale !)
http://silkroadvb5piz3r.onion/silkroad/item/f8d1ac9fc4",Consistent Adderall & Fentanyl,N/A,N/A,178 (0.398 per day),+2/-8
MarleysMainMan,26266,N/A,2012/07/10 01:46,2013/08/19 17:15,"Silk Road Profile:    
silkroadvb5piz3r.onion/index.php/silkroad/user/fcfe3de881      

****UPDATED****



""Don't Worry, Be Happy!"" Is What Robin Williams Would Say...","Don't Worry, Be Happy!",N/A,N/A,205 (0.451 per day),+21/-24
Angel Eyes,49497,N/A,2013/01/09 09:29,2013/10/05 04:35,"Angel Eyes Official Review Thread:  
http://dkn255hz262ypmii.onion/index.php?topic=131843.0

Vendor Page:  silkroadvb5piz3r.onion/silkroad/user/2a8a111331

PGP Key:  
http://dkn255hz262ypmii.onion/index.php?topic=174.msg908009#msg908009

Email (if SR compromised):  angelojos@safe-mail.net",N/A,N/A,USA,111 (0.408 per day),+16/-1
QualityMeds,26955,N/A,2012/07/16 02:23,2013/10/07 02:50,"To all my customers:
I will be on BMR and Sheeps Marketplace under the same name. To see the 
full details of my moving to the other sites, read my latest post on my 
thread:
http://dkn255hz262ypmii.onion/index.php?topic=30964.msg347996#msg347996",We offer high quality Rx meds,N/A,United States,54 (0.120 per day),+9/-3
DrGonzo,19397,9c92c4c489,2012/05/01 21:25,N/A,"""Because there's some lives you live
And some you leave behind
It gets hard to explain
The gardenhead knows my name.""

MY SILKROAD VENDOR ADDRESS IS 
http://silkroadvb5piz3r.onion/silkroad/user/9c92c4c489","I'm not a drug dealer, I'm a freedom fighter!!",N/A,USA,541 (1.030 per day),+31/-30
Juno,48466,N/A,2013/01/02 23:47,N/A,N/A,N/A,N/A,N/A,23 (0.083 per day),+1/-0
MariosGramShoppe,72640,N/A,2013/06/01 22:15,2013/10/07 20:46,"only use this email if you have our public key stored.
we will delete all non PGP messages.thanks
MGShoppe@lelantos.org",MGShoppe@lelantos.org,N/A,N/A,28 (0.217 per day),+1/-1
onestopshop,7035,51da6a569c,2011/12/14 02:33,2013/08/21 02:04,"just a UK weed vendor...

http://silkroadvb5piz3r.onion/silkroad/user/51da6a569c

Hi-grade chronic for all UK/Europeans 

 ***OUT OF STOCK AGAIN, MORE AK47 ALMOST FINISHED CURING, READY IN NEXT FEW 
DAYS***-",N/A,N/A,N/A,555 (0.836 per day),+1/-4
thegreenmachine,559,e00fed951f,2011/06/22 04:22,2013/08/29 01:34,"Now selling domestic Cloudsurfer MDMA - best on SR!!
http://silkroadvb5piz3r.onion/silkroad/user/e00fed951f",N/A,N/A,N/A,169 (0.201 per day),+10/-6
IgotYAfix,34396,95ec8dd0d1,2012/09/13 22:42,2013/03/08 11:12,"Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/95ec8dd0d1

Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=42517.0","""The more the water, the higher the boat.""",N/A,N/A,191 (0.491 per day),+20/-2
Saint Nic,72117,ffbd8f1b05,2013/05/29 15:27,2013/10/07 11:31,"Saint Nicholas // Santa Claus // Nikolaos the Wonderworker // Patron saint 
of sailors, merchants, archers, thieves and more!

Vendor account:
http://silkroadvb5piz3r.onion/silkroad/user/ffbd8f1b05",Santa Stealth!,N/A,"Lapland, UK",161 (1.220 per day),+35/-2
Rook,203,2cc21c446c,2011/06/18 21:39,2012/12/29 08:20,"Merchant Profile and PGP:

http://silkroadvb5piz3r.onion/silkroad/user/2cc21c446c",N/A,N/A,N/A,312 (0.370 per day),+5/-0
Vlad Tepes,39979,N/A,2012/10/30 09:22,2013/10/05 18:35,"In Stock: Sour Diesel Shake, Meth Shards, Norco.
TorChat: ocpswvexcebujk2x
My Vendor Thread: http://dkn255hz262ypmii.onion/index.php?topic=91766.0",N/A,N/A,N/A,42 (0.122 per day),+4/-1
Thurgood Jenkins,64658,82f8a43df1,2013/04/17 19:51,N/A,"Review thread:
http://dkn255hz262ypmii.onion/index.php?topic=150412.msg1036933

Profile:
http://silkroadvb5piz3r.onion/silkroad/user/82f8a43df1",N/A,N/A,N/A,183 (1.052 per day),+21/-23
Virmo,39755,1d33bc3262,2012/10/28 10:42,2013/01/29 22:04,"Forum karma does not mean anything. For vendors, look at the feedback they 
are getting.

For now, this is my small little vendor site:
http://silkroadvb5piz3r.onion/silkroad/user/1d33bc3262

Virmo's reviews: 
http://dkn255hz262ypmii.onion/index.php?topic=75022.msg598863#msg598863",Intention to improve the SR community,N/A,N/A,214 (0.620 per day),+9/-59
KarmaPharm,12712,76c135dacd,2012/02/25 03:03,2013/05/30 15:44,"MDMA USA To USA

http://silkroadvb5piz3r.onion/silkroad/user/76c135dacd",N/A,N/A,N/A,114 (0.193 per day),+12/-3
SmoothriderX,42709,1d5ec993b7,2012/11/17 22:22,2013/03/16 02:45,"http://silkroadvb5piz3r.onion/silkroad/user/1d5ec993b7
Never FE/ Never submit to FE",N/A,N/A,N/A,66 (0.203 per day),+16/-2
the_speedy_ninja,18191,N/A,2012/04/21 04:28,2013/08/21 16:51,"- Vendor Page:  silkroadvb5piz3r.onion/silkroad/user/67a0ebd99b
For Sale :
- Drug Baggies, Pipes, etc.  Silk Road headshop. 
- Modalert
- Zolpidem",N/A,N/A,N/A,9 (0.017 per day),+2/-0
YouKaysFinest,51782,d87bd81615,2013/01/22 23:36,2013/10/05 10:52,"New UK AAA Weed Vendor! - 
http://silkroadvb5piz3r.onion/silkroad/user/d87bd81615

PGP Key: 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg755380#msg755380",N/A,N/A,N/A,74 (0.287 per day),+1/-1
topshelf420,78190,3000f8de0d,2013/07/08 16:00,2013/10/03 01:08,"TOPSHELF Connection - Your source to the HIGHEST quality Westcoast strains.

For all of our SR Listings, please refer to our vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/3000f8de0d",Topshelf Connection - TOPSHELF ALL DAY EVERYDAY,N/A,None of your beeswax,139 (1.511 per day),+12/-4
phase,21831,N/A,2012/05/27 21:23,2013/09/03 01:06,"Vendor page - silkroadvb5piz3r.onion/silkroad/user/4027dec87a

Email - phase@tormail.org",N/A,N/A,N/A,8 (0.016 per day),+0/-0
BuddhaNature,20789,N/A,2012/05/16 03:01,2013/04/02 09:06,N/A,N/A,N/A,N/A,215 (0.422 per day),+19/-2
fredzebaker,7302,66ad4a9479,2011/12/17 20:28,2013/10/06 00:53,User - http://silkroadvb5piz3r.onion/silkroad/user/66ad4a9479,N/A,N/A,N/A,153 (0.231 per day),+2/-7
eminem10,28415,2fdf221648,2012/07/28 08:35,2013/02/23 12:57,http://silkroadvb5piz3r.onion/silkroad/user/2fdf221648,Yep,N/A,Universe,0 (0 per day),+0/-0
MushroomMafia,55402,e25b4126dc,2013/02/17 08:59,N/A,"Vendor profile
http://silkroadvb5piz3r.onion/silkroad/user/e25b4126dc
We have the best mushroom prices on the road!
Review thread
http://dkn255hz262ypmii.onion/index.php?topic=160890.0",N/A,N/A,N/A,147 (0.631 per day),+13/-1
robertbennet420,13579,823308d308,2012/03/05 03:45,2013/05/20 18:41,"http://silkroadvb5piz3r.onion/silkroad/user/823308d308

This is a link to my vendor account please message me here for orders, 
inquiry's, etc.",N/A,N/A,N/A,147 (0.253 per day),+5/-7
SuperTrips,13343,24bb54ca7e,2012/03/02 20:30,2013/10/05 23:42,Silkroad: http://silkroadvb5piz3r.onion/silkroad/user/24bb54ca7e,N/A,N/A,N/A,184 (0.315 per day),+28/-32
Uncle Morpheus,46547,N/A,2012/12/18 14:00,2013/10/06 12:24,"Black Market Reloaded Vendor Account:
http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=138259
✠
Sheep Marketplace Vendor Account:
http://sheep5u64fi457aw.onion/account/profile/320e250dfad532f35ae069be09fea388
✠
PGP Key:  http://pastebin.com/wrPE1wf6
✉ E Mail: unclemorpheus@secure-mail.cc",☠ Meet me at BMR and Sheep Market - Same Name ☠,N/A,"Black Market Reloaded ✠ 
http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=138259",40 (0.136 per day),+5/-3
TrashBox,40924,N/A,2012/11/07 02:19,2013/10/03 05:24,"""If we think them not enlightened enough to exercise their control with 
wholesome discretion, the remedy is not to take it from them but to inform 
their discretion by education.""
-Thomas Jefferson",I <3 Weed,N/A,USA,899 (2.684 per day),+159/-77
hogstandard,61557,ee91ddf54f,2013/04/02 12:37,N/A,http://silkroadvb5piz3r.onion/silkroad/user/ee91ddf54f,N/A,N/A,N/A,3 (0.016 per day),+0/-0
reich,3400,N/A,2011/09/21 18:28,2013/09/07 17:33,N/A,N/A,N/A,N/A,302 (0.404 per day),+38/-1
OCKing,29720,ce6bac9e45,2012/08/07 05:17,2013/04/30 19:40,"- My Seller Page-  
http://silkroadvb5piz3r.onion/index.php/silkroad/user/ce6bac9e45",N/A,N/A,N/A,37 (0.087 per day),+2/-1
subtickle,44582,aea5f26b5a,2012/12/01 18:57,2013/10/07 15:49,"""Tickle those neurons!""
Vendor page -> http://silkroadvb5piz3r.onion/silkroad/user/aea5f26b5a
Review Thread -> http://dkn255hz262ypmii.onion/index.php?topic=90573",N/A,N/A,N/A,174 (0.559 per day),+21/-5
CFH,5448,63001af37b,2011/11/11 04:33,2013/02/04 06:53,"Cheapest IDs you'll ever see!
http://silkroadvb5piz3r.onion/silkroad/user/63001af37b",Customer service is my product!,N/A,N/A,38 (0.055 per day),+2/-1
Hash,46485,a51931cb17,2012/12/18 00:43,2013/10/07 09:14,Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/a51931cb17,N/A,N/A,N/A,100 (0.340 per day),+37/-7
fire,32229,86ffe30bac,2012/08/26 22:15,N/A,"My vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/86ffe30bac

""I think drugs have done some good things for us. I really do. And if you 
don't believe drugs have done good things for us, do me a favor. Go home 
tonight. Take all your albums, all your tapes and all your CDs and burn 
them.""",You gotta know your limits with a boombox,N/A,N/A,200 (0.490 per day),+37/-6
Alchemister,34646,N/A,2012/09/16 00:07,2013/10/02 00:36,N/A,N/A,N/A,N/A,24 (0.062 per day),+1/-4
EverAfterGlow,81758,584cdded89,2013/07/28 07:25,2013/09/27 16:33,http://silkroadvb5piz3r.onion/silkroad/user/584cdded89,Happy and Proud to be here!,N/A,N/A,115 (1.597 per day),+14/-1
sellitall99,55229,dd88ce5db5,2013/02/15 16:36,N/A,"Unbeatable prices for top quality product!
http://silkroadvb5piz3r.onion/silkroad/user/dd88ce5db5",N/A,N/A,N/A,273 (1.162 per day),+13/-22
Dark Moon,18993,e1b7eb8f91,2012/04/28 10:17,2013/06/19 13:35,"http://dkn255hz262ypmii.onion/index.php?topic=32512.0 (Official Thread)
http://silkroadvb5piz3r.onion/index.php/silkroad/user/e1b7eb8f91 (Banned? 
http://moon444gyzeppq27.onion/ (Use your transaction number from silkroad 
to register there)",⊙ ↁᴀᴙᴋ ᴍᴖᴗᴎ ⊙,N/A,Meth Capital,69 (0.131 per day),+9/-1
SimplyTheBest1,54486,1c67dc53ec,2013/02/10 23:06,2013/10/02 09:00,"SR Profile:                
http://silkroadvb5piz3r.onion/silkroad/user/1c67dc53ec
-------------
Official Reviews:       
http://dkn255hz262ypmii.onion/index.php?topic=126593.0

Please ignore our karma score as a certain individual wastes their time by 
negging us.",N/A,N/A,N/A,189 (0.791 per day),+32/-132
ENBOOM,1294,7828e911b4,2011/07/12 19:40,2013/09/20 00:41,http://silkroadvb5piz3r.onion/index.php/silkroad/user/7828e911b4,N/A,N/A,N/A,218 (0.266 per day),+23/-3
RyDivinci,17249,N/A,2012/04/13 01:02,2013/09/18 02:55,N/A,N/A,N/A,N/A,46 (0.085 per day),+2/-1
Emeraldshop,29664,c1be9f2c59,2012/08/06 21:13,N/A,"- Ali Baba's Hash.
- TMAX Pakistani hash.
- Best weed!
- Potassium Cyanide

http://silkroadvb5piz3r.onion/silkroad/user/c1be9f2c59",N/A,N/A,N/A,43 (0.100 per day),+4/-1
LDopa,31902,f8e1b423b2,2012/08/24 03:01,2013/09/18 03:35,"SecuritySolution: SecureVMs, Shrooms, Subutex
http://silkroadvb5piz3r.onion/silkroad/user/f8e1b423b2",N/A,N/A,N/A,60 (0.146 per day),+0/-0
ReplicaAAA,61030,1875710f85,2013/03/30 02:31,2013/10/03 17:25,"★ The leading replica watches vendor on the road ★

New AAA+ Replica available:
► Rolex - Daytona Rose Gold & Ceramic Bezel ($349)
http://silkroadvb5piz3r.onion/silkroad/item/d6e04882b4

My vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/1875710f85",N/A,N/A,N/A,12 (0.063 per day),+1/-30
rednelb1,11278,N/A,2012/02/09 17:50,2013/09/21 01:02,N/A,N/A,N/A,N/A,211 (0.348 per day),+11/-7
imprint,7965,d4dd93d93d,2011/12/30 01:31,2013/06/07 13:27,"THE DRUG DEALER IS A MERCENARY OF TRUE LIBERTY!!!
 
SR- PGP Public Key: http://pastebin.com/J5g507UA
SR-Seller Profile: http://silkroadvb5piz3r.onion/silkroad/user/d4dd93d93d
SR-Board Thread/ Menu: 
http://dkn255hz262ypmii.onion/index.php?topic=7809.msg70670#msg70670",N/A,N/A,Austria,152 (0.235 per day),+7/-3
QuickSilverHawk,78572,d5c0580881,2013/07/11 04:31,N/A,"http://silkroadvb5piz3r.onion/silkroad/user/d5c0580881

http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=301040

http://sheep5u64fi457aw.onion/account/profile/3bf9099eb5acba70db1bde934aa1ad13","Be that as it may, ...",N/A,N/A,438 (4.921 per day),+8/-9
halfbaked,33412,90edc7ab87,2012/09/05 13:57,2013/10/05 14:01,"HB.

Link to My SR Vendor Page Below:
http://silkroadvb5piz3r.onion/silkroad/user/90edc7ab87

Link to my Sheep Vendor page Below
http://sheep5u64fi457aw.onion/account/profile/f481102c6baf30d8047f47402f50fa3d",N/A,N/A,N/A,51 (0.128 per day),+5/-3
Delta11,1873,N/A,2011/08/03 08:50,2013/05/10 22:49,"""Don't let schooling interfere with your education.""
-Mark Twain

Vendor Page:
silkroadvb5piz3r.onion/silkroad/user/0c12cbb477

Email:
d11@tormail.org",Psychedelics will show you the way.,N/A,N/A,1282 (1.609 per day),+122/-7
Doc_Tryptamine,46752,c8fc413924,2012/12/19 20:23,2013/10/03 03:32,http://silkroadvb5piz3r.onion/silkroad/user/c8fc413924,N/A,N/A,N/A,86 (0.294 per day),+5/-4
ukshroomsmail,27706,3b621fea1a,2012/07/21 22:58,N/A,"My Shop - http://silkroadvb5piz3r.onion/index.php/silkroad/user/3b621fea1a

BMR - ukshrooms
sheep - ukshrooms

also will be checking messages at ukshrooms@Safe-mail.net",N/A,N/A,N/A,76 (0.172 per day),+11/-1
MushMouth,25567,d5422db7bb,2012/07/02 19:39,2013/05/12 22:29,"SR Vendor Profile:

http://silkroadvb5piz3r.onion/index.php/silkroad/user/d5422db7bb


Try MushMouth Mushrooms:

http://silkroadvb5piz3r.onion/silkroad/item/d9103b66b0",SR VENDOR,N/A,N/A,101 (0.218 per day),+7/-0
OldAmsterdam,29599,75fa6dd46b,2012/08/06 04:30,N/A,http://silkroadvb5piz3r.onion/silkroad/user/75fa6dd46b,oldamsterdam@safe-mail.net,N/A,N/A,52 (0.121 per day),+6/-1
Heinemen,69737,5339a754fb,2013/05/13 04:55,2013/09/22 12:23,http://silkroadvb5piz3r.onion/silkroad/user/5339a754fb,SR Vendor,N/A,N/A,146 (0.986 per day),+17/-3
McDrugs,61834,72848f401b,2013/04/03 19:44,2013/09/28 21:55,"NEW VENDOR
Profile: http://silkroadvb5piz3r.onion/silkroad/user/72848f401b
Listings are for prescription generic Adderall!
mcdrugsoriginal@tormail.org",Selling prescription generic Adderall for all. :),N/A,United States of America,100 (0.532 per day),+0/-0
TheAdderallBox,31251,N/A,2012/08/18 18:45,2013/04/13 00:51,"Weed & Adderall Vendor, with new products periodically:

silkroadvb5piz3r.onion/index.php/silkroad/user/04ecd5df64

Official Vendor thread/reviews:

http://dkn255hz262ypmii.onion/index.php?topic=38322.msg432024#msg432024",N/A,N/A,N/A,10 (0.024 per day),+1/-0
esgal,7578,N/A,2011/12/22 16:46,2013/05/16 23:29,N/A,N/A,N/A,N/A,102 (0.155 per day),+1/-6
Nuggz,45588,a4276b2c16,2012/12/09 21:32,2013/05/14 23:09,"VendorPage:  http://silkroadvb5piz3r.onion/silkroad/user/a4276b2c16
ReviewThread: http://dkn255hz262ypmii.onion/index.php?topic=107407.0",N/A,N/A,N/A,39 (0.129 per day),+20/-8
frogwithADD,3989,N/A,2011/10/12 05:07,2013/06/25 02:24,N/A,N/A,N/A,USA,128 (0.176 per day),+4/-7
AmericaOnDrugs,61094,N/A,2013/03/30 15:31,2013/10/07 09:38,"Vendor Page: 
h̶t̶t̶p̶:̶/̶/̶s̶i̶l̶k̶r̶o̶a̶d̶v̶b̶5̶p̶i̶z̶3̶r̶.̶o̶n̶i̶o̶n̶/̶s̶i̶l̶k̶r̶o̶a̶d̶/̶u̶s̶e̶r̶/̶6̶a̶1̶a̶8̶a̶7̶a̶e̶a̶

Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=138315.0",N/A,N/A,N/A,46 (0.240 per day),+4/-1
pattern,34732,dec6b743c5,2012/09/16 23:04,2013/03/21 16:21,http://silkroadvb5piz3r.onion/index.php/silkroad/user/dec6b743c5,N/A,N/A,N/A,29 (0.075 per day),+2/-1
PKHydro,42128,2258d380f5,2012/11/14 19:20,N/A,http://silkroadvb5piz3r.onion/silkroad/user/2258d380f5,N/A,N/A,N/A,8 (0.024 per day),+1/-1
Reseller,8875,N/A,2012/01/16 23:25,2012/08/07 02:45,"Hi guys, its Zeus here [ BronzeFidelity]:
 ⌘⌘⌘ RAFFLE:WIN AN iPHONE 4S 64 GB + iPAD 2 64 GB FOR 0.15 BTC ⌘⌘⌘
dkn255hz262ypmii.onion/index.php?topic=17800.msg177364#msg177364

iPhone 4S 64 GB @ 55% of Retail Price.
http://silkroadvb5piz3r.onion/silkroad/item/dd55bb7374",Vendor Rank: ★★★★★,N/A,Neverland,292 (0.463 per day),+15/-17
Dexter,36373,b7aebb3365,2012/09/29 04:10,2013/10/02 16:31,http://silkroadvb5piz3r.onion/silkroad/user/b7aebb3365,N/A,N/A,N/A,10 (0.027 per day),+0/-2
oregonlove,7075,115409,2011/12/14 20:11,2012/04/03 02:42,"SR Profile: http://silkroadvb5piz3r.onion/silkroad/user/115409

oregonlove@tormail.net",N/A,N/A,USA,22 (0.033 per day),+3/-3
GetYourFix,33581,9cc56386f0,2012/09/07 01:12,2013/09/06 17:18,"*****Vendor Account*****

http://silkroadvb5piz3r.onion/index.php/silkroad/user/9cc56386f0

*****USA to USA Pharmaceutical Grade Diazepam Powder*****",USA to USA Pharmaceutical Grade Diazepam Powder,N/A,United States,491 (1.240 per day),+34/-41
tonicwater,75658,c0d6256a9f,2013/06/20 10:33,2013/08/27 11:37,"Speed and MDMA Vendor - tonicwater.
You get also a good customer service from us not only the item ;-)

http://silkroadvb5piz3r.onion/silkroad/user/c0d6256a9f",N/A,N/A,N/A,2 (0.018 per day),+1/-0
CaliforniaCannibas,71748,7058d46a86,2013/05/27 13:51,2013/10/07 20:02,"vendor page
http://silkroadvb5piz3r.onion/silkroad/user/7058d46a86",cannabis grower with elite strains,N/A,marijuanaville worldwide,289 (2.157 per day),+19/-19
